45343744,45344511,IR,Iran, Islamic Republic of,Golestan
45344512,45345023,IR,Iran, Islamic Republic of,Golestan
45345024,45345279,IR,Iran, Islamic Republic of,Golestan
45345280,45345535,IR,Iran, Islamic Republic of,Golestan
45345536,45345791,IR,Iran, Islamic Republic of,Golestan
45345792,45346047,IR,Iran, Islamic Republic of,Golestan
45346048,45347327,IR,Iran, Islamic Republic of,Golestan
45347328,45347583,IR,Iran, Islamic Republic of,Golestan
45347584,45347839,IR,Iran, Islamic Republic of,Golestan
45347840,45348351,IR,Iran, Islamic Republic of,Golestan
45348352,45348607,IR,Iran, Islamic Republic of,Golestan
45348608,45349119,IR,Iran, Islamic Republic of,Golestan
45349120,45349375,IR,Iran, Islamic Republic of,Golestan
45349376,45349887,IR,Iran, Islamic Republic of,Golestan
45349888,45350143,IR,Iran, Islamic Republic of,Mazandaran
